name,from,to,departure,fare_sl,fare_1ac,fare_2ac,fare_3ac
East Corridor Express 54959,Dhanbad Junction,Deoghar Junction,07:11,355,1304,145,658
Jan Seva Express 54960,Dhanbad Junction,Deoghar Junction,08:46,367,1346,149,680
Eastern India Express 54961,Dhanbad Junction,Hatia,21:10,345,1270,141,640
Ganga Valley Express 54962,Dhanbad Junction,Hatia,22:45,357,1311,146,661
North Bengal Express 54963,Dhanbad Junction,Hatia,00:20,369,1353,150,683
Kolkata Intercity Express 54964,Dhanbad Junction,Hatia,01:55,381,1394,155,704
Bihar Bengal Express 54965,Dhanbad Junction,Hatia,03:30,393,1435,159,725
Sundarban Express 54966,Dhanbad Junction,Hatia,05:05,405,1477,164,746
Teesta Express 54967,Dhanbad Junction,Hatia,06:40,417,1518,169,767
Rajdhani Regional Express 54968,Dhanbad Junction,Hatia,08:15,429,1560,173,789
East Corridor Express 54969,Dhanbad Junction,Hatia,09:50,441,1601,178,810
Jan Seva Express 54970,Dhanbad Junction,Hatia,11:25,453,1642,183,830
Eastern India Express 54971,Dhanbad Junction,Barkakana Junction,00:13,492,1777,198,899
Ganga Valley Express 54972,Dhanbad Junction,Barkakana Junction,01:48,504,1818,203,920
North Bengal Express 54973,Dhanbad Junction,Barkakana Junction,03:23,516,1860,207,942
Kolkata Intercity Express 54974,Dhanbad Junction,Barkakana Junction,04:58,528,1901,212,963
Bihar Bengal Express 54975,Dhanbad Junction,Barkakana Junction,06:33,540,1943,217,984
Sundarban Express 54976,Dhanbad Junction,Barkakana Junction,08:08,552,1984,221,1005
Teesta Express 54977,Dhanbad Junction,Barkakana Junction,09:43,564,2025,226,1026
Rajdhani Regional Express 54978,Dhanbad Junction,Barkakana Junction,11:18,576,2067,230,1048
East Corridor Express 54979,Dhanbad Junction,Barkakana Junction,12:53,588,2108,235,1069
Jan Seva Express 54980,Dhanbad Junction,Barkakana Junction,14:28,600,2150,240,1090
Eastern India Express 54981,Dhanbad Junction,Daltonganj,02:55,224,852,94,427
Ganga Valley Express 54982,Dhanbad Junction,Daltonganj,04:30,236,894,99,448
North Bengal Express 54983,Dhanbad Junction,Daltonganj,06:05,248,935,103,470
Kolkata Intercity Express 54984,Dhanbad Junction,Daltonganj,07:40,260,977,108,491
Bihar Bengal Express 54985,Dhanbad Junction,Daltonganj,09:15,272,1018,113,511
Sundarban Express 54986,Dhanbad Junction,Daltonganj,10:50,284,1059,117,533
Teesta Express 54987,Dhanbad Junction,Daltonganj,12:25,296,1101,122,554
Rajdhani Regional Express 54988,Dhanbad Junction,Daltonganj,14:00,308,1142,127,575
East Corridor Express 54989,Dhanbad Junction,Daltonganj,15:35,320,1184,131,597
Jan Seva Express 54990,Dhanbad Junction,Daltonganj,17:10,332,1225,136,617
Eastern India Express 54991,Dhanbad Junction,Chandrapura Junction,05:55,169,663,73,330
Ganga Valley Express 54992,Dhanbad Junction,Chandrapura Junction,07:30,181,704,77,352
North Bengal Express 54993,Dhanbad Junction,Chandrapura Junction,09:05,193,745,82,372
Kolkata Intercity Express 54994,Dhanbad Junction,Chandrapura Junction,10:40,205,787,87,393
Bihar Bengal Express 54995,Dhanbad Junction,Chandrapura Junction,12:15,217,828,91,415
Sundarban Express 54996,Dhanbad Junction,Chandrapura Junction,13:50,229,870,96,436
Teesta Express 54997,Dhanbad Junction,Chandrapura Junction,15:25,241,911,101,457
Rajdhani Regional Express 54998,Dhanbad Junction,Chandrapura Junction,17:00,253,952,105,478
East Corridor Express 54999,Dhanbad Junction,Chandrapura Junction,18:35,265,994,110,499
Jan Seva Express 55000,Dhanbad Junction,Chandrapura Junction,20:10,277,1035,115,520
Eastern India Express 55001,Dhanbad Junction,Gomoh Junction (NSCB Gomoh),08:52,324,1197,133,603
Ganga Valley Express 55002,Dhanbad Junction,Gomoh Junction (NSCB Gomoh),10:27,336,1239,137,625
North Bengal Express 55003,Dhanbad Junction,Gomoh Junction (NSCB Gomoh),12:02,348,1280,142,646
Kolkata Intercity Express 55004,Dhanbad Junction,Gomoh Junction (NSCB Gomoh),13:37,360,1322,147,667
Bihar Bengal Express 55005,Dhanbad Junction,Gomoh Junction (NSCB Gomoh),15:12,372,1363,151,688
Sundarban Express 55006,Dhanbad Junction,Gomoh Junction (NSCB Gomoh),16:47,384,1404,156,709
Teesta Express 55007,Dhanbad Junction,Gomoh Junction (NSCB Gomoh),18:22,396,1446,161,730
Rajdhani Regional Express 55008,Dhanbad Junction,Gomoh Junction (NSCB Gomoh),19:57,408,1487,165,752
East Corridor Express 55009,Dhanbad Junction,Gomoh Junction (NSCB Gomoh),21:32,420,1529,170,773
Jan Seva Express 55010,Dhanbad Junction,Gomoh Junction (NSCB Gomoh),23:07,432,1570,175,793
Eastern India Express 55011,Dhanbad Junction,Sahibganj Junction,11:33,494,1784,199,903
Ganga Valley Express 55012,Dhanbad Junction,Sahibganj Junction,13:08,506,1825,203,924
North Bengal Express 55013,Dhanbad Junction,Sahibganj Junction,14:43,518,1867,208,945
Kolkata Intercity Express 55014,Dhanbad Junction,Sahibganj Junction,16:18,530,1908,213,966
Bihar Bengal Express 55015,Dhanbad Junction,Sahibganj Junction,17:53,542,1949,217,988
Sundarban Express 55016,Dhanbad Junction,Sahibganj Junction,19:28,554,1991,222,1009
Teesta Express 55017,Dhanbad Junction,Sahibganj Junction,21:03,566,2032,226,1030
Rajdhani Regional Express 55018,Dhanbad Junction,Sahibganj Junction,22:38,578,2074,231,1051
East Corridor Express 55019,Dhanbad Junction,Sahibganj Junction,00:13,590,2115,236,1072
Jan Seva Express 55020,Dhanbad Junction,Sahibganj Junction,01:48,602,2156,241,1093
Eastern India Express 55021,Dhanbad Junction,Dumka,14:10,189,732,80,366
Ganga Valley Express 55022,Dhanbad Junction,Dumka,15:45,201,773,85,387
North Bengal Express 55023,Dhanbad Junction,Dumka,17:20,213,814,90,407
Kolkata Intercity Express 55024,Dhanbad Junction,Dumka,18:55,225,856,94,429
Bihar Bengal Express 55025,Dhanbad Junction,Dumka,20:30,237,897,99,450
Sundarban Express 55026,Dhanbad Junction,Dumka,22:05,249,939,104,471
Teesta Express 55027,Dhanbad Junction,Dumka,23:40,261,980,108,493
Rajdhani Regional Express 55028,Dhanbad Junction,Dumka,01:15,273,1021,113,513
East Corridor Express 55029,Dhanbad Junction,Dumka,02:50,285,1063,118,534
Jan Seva Express 55030,Dhanbad Junction,Dumka,04:25,297,1104,122,556
Eastern India Express 55031,Dhanbad Junction,Garhwa Road Junction,17:15,190,735,81,367
Ganga Valley Express 55032,Dhanbad Junction,Garhwa Road Junction,18:50,202,776,85,389
North Bengal Express 55033,Dhanbad Junction,Garhwa Road Junction,20:25,214,818,90,410
Kolkata Intercity Express 55034,Dhanbad Junction,Garhwa Road Junction,22:00,226,859,95,430
Bihar Bengal Express 55035,Dhanbad Junction,Garhwa Road Junction,23:35,238,901,99,452
Sundarban Express 55036,Dhanbad Junction,Garhwa Road Junction,01:10,250,942,104,473
Teesta Express 55037,Dhanbad Junction,Garhwa Road Junction,02:45,262,983,109,494
Rajdhani Regional Express 55038,Dhanbad Junction,Garhwa Road Junction,04:20,274,1025,113,516
East Corridor Express 55039,Dhanbad Junction,Garhwa Road Junction,05:55,286,1066,118,536
Jan Seva Express 55040,Dhanbad Junction,Garhwa Road Junction,07:30,298,1108,123,557
Eastern India Express 55041,Dhanbad Junction,Ramgarh Cantt,19:58,355,1304,145,658
Ganga Valley Express 55042,Dhanbad Junction,Ramgarh Cantt,21:33,367,1346,149,680
North Bengal Express 55043,Dhanbad Junction,Ramgarh Cantt,23:08,379,1387,154,700
Kolkata Intercity Express 55044,Dhanbad Junction,Ramgarh Cantt,00:43,391,1428,159,721
Bihar Bengal Express 55045,Dhanbad Junction,Ramgarh Cantt,02:18,403,1470,163,743
Sundarban Express 55046,Dhanbad Junction,Ramgarh Cantt,03:53,415,1511,168,764
Teesta Express 55047,Dhanbad Junction,Ramgarh Cantt,05:28,427,1553,173,785
Rajdhani Regional Express 55048,Dhanbad Junction,Ramgarh Cantt,07:03,439,1594,177,806
East Corridor Express 55049,Dhanbad Junction,Ramgarh Cantt,08:38,451,1635,182,827
Jan Seva Express 55050,Dhanbad Junction,Ramgarh Cantt,10:13,463,1677,187,848
Eastern India Express 55051,Dhanbad Junction,Chakradharpur,22:48,329,1215,135,612
Ganga Valley Express 55052,Dhanbad Junction,Chakradharpur,00:23,341,1256,139,634
North Bengal Express 55053,Dhanbad Junction,Chakradharpur,01:58,353,1297,144,654
Kolkata Intercity Express 55054,Dhanbad Junction,Chakradharpur,03:33,365,1339,149,675
Bihar Bengal Express 55055,Dhanbad Junction,Chakradharpur,05:08,377,1380,153,697
Sundarban Express 55056,Dhanbad Junction,Chakradharpur,06:43,389,1422,158,718
Teesta Express 55057,Dhanbad Junction,Chakradharpur,08:18,401,1463,163,739
Rajdhani Regional Express 55058,Dhanbad Junction,Chakradharpur,09:53,413,1504,167,760
East Corridor Express 55059,Dhanbad Junction,Chakradharpur,11:28,425,1546,172,781
Jan Seva Express 55060,Dhanbad Junction,Chakradharpur,13:03,437,1587,177,802
Eastern India Express 55061,Dhanbad Junction,Ghatsila,01:33,424,1542,171,780
Ganga Valley Express 55062,Dhanbad Junction,Ghatsila,03:08,436,1584,176,801
North Bengal Express 55063,Dhanbad Junction,Ghatsila,04:43,448,1625,181,822
Kolkata Intercity Express 55064,Dhanbad Junction,Ghatsila,06:18,460,1667,186,843
Bihar Bengal Express 55065,Dhanbad Junction,Ghatsila,07:53,472,1708,190,864
Sundarban Express 55066,Dhanbad Junction,Ghatsila,09:28,484,1749,195,885
Teesta Express 55067,Dhanbad Junction,Ghatsila,11:03,496,1791,199,907
Rajdhani Regional Express 55068,Dhanbad Junction,Ghatsila,12:38,508,1832,204,928
East Corridor Express 55069,Dhanbad Junction,Ghatsila,14:13,520,1874,209,949
Jan Seva Express 55070,Dhanbad Junction,Ghatsila,15:48,532,1915,213,970
Eastern India Express 55071,Dhanbad Junction,Pakur,04:20,290,1080,120,543
Ganga Valley Express 55072,Dhanbad Junction,Pakur,05:55,302,1121,124,565
North Bengal Express 55073,Dhanbad Junction,Pakur,07:30,314,1163,129,586
Kolkata Intercity Express 55074,Dhanbad Junction,Pakur,09:05,326,1204,133,607
Bihar Bengal Express 55075,Dhanbad Junction,Pakur,10:40,338,1246,138,628
Sundarban Express 55076,Dhanbad Junction,Pakur,12:15,350,1287,143,649
Teesta Express 55077,Dhanbad Junction,Pakur,13:50,362,1328,148,670
Rajdhani Regional Express 55078,Dhanbad Junction,Pakur,15:25,374,1370,152,692
East Corridor Express 55079,Dhanbad Junction,Pakur,17:00,386,1411,157,712
Jan Seva Express 55080,Dhanbad Junction,Pakur,18:35,398,1453,161,734
Eastern India Express 55081,Dhanbad Junction,Hazaribagh Town,07:20,227,863,95,433
Ganga Valley Express 55082,Dhanbad Junction,Hazaribagh Town,08:55,239,904,100,453
North Bengal Express 55083,Dhanbad Junction,Hazaribagh Town,10:30,251,945,104,475
Kolkata Intercity Express 55084,Dhanbad Junction,Hazaribagh Town,12:05,263,987,109,496
Bihar Bengal Express 55085,Dhanbad Junction,Hazaribagh Town,13:40,275,1028,114,517
Sundarban Express 55086,Dhanbad Junction,Hazaribagh Town,15:15,287,1070,118,539
Teesta Express 55087,Dhanbad Junction,Hazaribagh Town,16:50,299,1111,123,559
Rajdhani Regional Express 55088,Dhanbad Junction,Hazaribagh Town,18:25,311,1152,128,580
East Corridor Express 55089,Dhanbad Junction,Hazaribagh Town,20:00,323,1194,132,602
Jan Seva Express 55090,Dhanbad Junction,Hazaribagh Town,21:35,335,1235,137,623
Eastern India Express 55091,Dhanbad Junction,Latehar,10:02,249,939,104,471
Ganga Valley Express 55092,Dhanbad Junction,Latehar,11:37,261,980,108,493
North Bengal Express 55093,Dhanbad Junction,Latehar,13:12,273,1021,113,513
Kolkata Intercity Express 55094,Dhanbad Junction,Latehar,14:47,285,1063,118,534
Bihar Bengal Express 55095,Dhanbad Junction,Latehar,16:22,297,1104,122,556
Sundarban Express 55096,Dhanbad Junction,Latehar,17:57,309,1146,127,577
Teesta Express 55097,Dhanbad Junction,Latehar,19:32,321,1187,132,598
Rajdhani Regional Express 55098,Dhanbad Junction,Latehar,21:07,333,1228,136,619
East Corridor Express 55099,Dhanbad Junction,Latehar,22:42,345,1270,141,640
Jan Seva Express 55100,Dhanbad Junction,Latehar,00:17,357,1311,146,661
Eastern India Express 55101,Dhanbad Junction,Lohardaga,12:54,393,1435,159,725
Ganga Valley Express 55102,Dhanbad Junction,Lohardaga,14:29,405,1477,164,746
North Bengal Express 55103,Dhanbad Junction,Lohardaga,16:04,417,1518,169,767
Kolkata Intercity Express 55104,Dhanbad Junction,Lohardaga,17:39,429,1560,173,789
Bihar Bengal Express 55105,Dhanbad Junction,Lohardaga,19:14,441,1601,178,810
Sundarban Express 55106,Dhanbad Junction,Lohardaga,20:49,453,1642,183,830
Teesta Express 55107,Dhanbad Junction,Lohardaga,22:24,465,1684,187,852
Rajdhani Regional Express 55108,Dhanbad Junction,Lohardaga,23:59,477,1725,192,873
East Corridor Express 55109,Dhanbad Junction,Lohardaga,01:34,489,1767,197,894
Jan Seva Express 55110,Dhanbad Junction,Lohardaga,03:09,501,1808,201,916
Eastern India Express 55111,Dhanbad Junction,Chaibasa,15:43,497,1794,200,908
Ganga Valley Express 55112,Dhanbad Junction,Chaibasa,17:18,509,1836,204,930
North Bengal Express 55113,Dhanbad Junction,Chaibasa,18:53,521,1877,209,951
Kolkata Intercity Express 55114,Dhanbad Junction,Chaibasa,20:28,533,1918,214,971
Bihar Bengal Express 55115,Dhanbad Junction,Chaibasa,22:03,545,1960,218,993
Sundarban Express 55116,Dhanbad Junction,Chaibasa,23:38,557,2001,223,1014
Teesta Express 55117,Dhanbad Junction,Chaibasa,01:13,569,2043,228,1035
Rajdhani Regional Express 55118,Dhanbad Junction,Chaibasa,02:48,581,2084,232,1057
East Corridor Express 55119,Dhanbad Junction,Chaibasa,04:23,593,2125,237,1077
Jan Seva Express 55120,Dhanbad Junction,Chaibasa,05:58,605,2167,242,1098
Eastern India Express 55121,Dhanbad Junction,Giridih,18:32,125,511,56,252
Ganga Valley Express 55122,Dhanbad Junction,Giridih,20:07,137,552,60,274
North Bengal Express 55123,Dhanbad Junction,Giridih,21:42,149,594,65,295
Kolkata Intercity Express 55124,Dhanbad Junction,Giridih,23:17,161,635,70,316
Bihar Bengal Express 55125,Dhanbad Junction,Giridih,00:52,173,676,74,337
Sundarban Express 55126,Dhanbad Junction,Giridih,02:27,185,718,79,358
Teesta Express 55127,Dhanbad Junction,Giridih,04:02,197,759,83,380
Rajdhani Regional Express 55128,Dhanbad Junction,Giridih,05:37,209,801,88,401
East Corridor Express 55129,Dhanbad Junction,Giridih,07:12,221,842,93,422
Jan Seva Express 55130,Dhanbad Junction,Giridih,08:47,233,883,97,443
Eastern India Express 55131,Dhanbad Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),21:58,230,873,96,438
Ganga Valley Express 55132,Dhanbad Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),23:33,242,914,101,459
North Bengal Express 55133,Dhanbad Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),01:08,254,956,106,480
Kolkata Intercity Express 55134,Dhanbad Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),02:43,266,997,110,501
Bihar Bengal Express 55135,Dhanbad Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),04:18,278,1039,115,522
Sundarban Express 55136,Dhanbad Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),05:53,290,1080,120,543
Teesta Express 55137,Dhanbad Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),07:28,302,1121,124,565
Rajdhani Regional Express 55138,Dhanbad Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),09:03,314,1163,129,586
East Corridor Express 55139,Dhanbad Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),10:38,326,1204,133,607
Jan Seva Express 55140,Dhanbad Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),12:13,338,1246,138,628
Eastern India Express 55141,Dhanbad Junction,Parasnath,00:14,403,1470,163,743
Ganga Valley Express 55142,Dhanbad Junction,Parasnath,01:49,415,1511,168,764
North Bengal Express 55143,Dhanbad Junction,Parasnath,03:24,427,1553,173,785
Kolkata Intercity Express 55144,Dhanbad Junction,Parasnath,04:59,439,1594,177,806
Bihar Bengal Express 55145,Dhanbad Junction,Parasnath,06:34,451,1635,182,827
Sundarban Express 55146,Dhanbad Junction,Parasnath,08:09,463,1677,187,848
Teesta Express 55147,Dhanbad Junction,Parasnath,09:44,475,1718,191,870
Rajdhani Regional Express 55148,Dhanbad Junction,Parasnath,11:19,487,1760,196,891
East Corridor Express 55149,Dhanbad Junction,Parasnath,12:54,499,1801,201,911
Jan Seva Express 55150,Dhanbad Junction,Parasnath,14:29,511,1842,205,933
Eastern India Express 55151,Dhanbad Junction,Kumardhubi,03:05,403,1470,163,743
Ganga Valley Express 55152,Dhanbad Junction,Kumardhubi,04:40,415,1511,168,764
North Bengal Express 55153,Dhanbad Junction,Kumardhubi,06:15,427,1553,173,785
Kolkata Intercity Express 55154,Dhanbad Junction,Kumardhubi,07:50,439,1594,177,806
Bihar Bengal Express 55155,Dhanbad Junction,Kumardhubi,09:25,451,1635,182,827
Sundarban Express 55156,Dhanbad Junction,Kumardhubi,11:00,463,1677,187,848
Teesta Express 55157,Dhanbad Junction,Kumardhubi,12:35,475,1718,191,870
Rajdhani Regional Express 55158,Dhanbad Junction,Kumardhubi,14:10,487,1760,196,891
East Corridor Express 55159,Dhanbad Junction,Kumardhubi,15:45,499,1801,201,911
Jan Seva Express 55160,Dhanbad Junction,Kumardhubi,17:20,511,1842,205,933
Eastern India Express 55161,Dhanbad Junction,Godda,05:50,189,732,80,366
Ganga Valley Express 55162,Dhanbad Junction,Godda,07:25,201,773,85,387
North Bengal Express 55163,Dhanbad Junction,Godda,09:00,213,814,90,407
Kolkata Intercity Express 55164,Dhanbad Junction,Godda,10:35,225,856,94,429
Bihar Bengal Express 55165,Dhanbad Junction,Godda,12:10,237,897,99,450
Sundarban Express 55166,Dhanbad Junction,Godda,13:45,249,939,104,471
Teesta Express 55167,Dhanbad Junction,Godda,15:20,261,980,108,493
Rajdhani Regional Express 55168,Dhanbad Junction,Godda,16:55,273,1021,113,513
East Corridor Express 55169,Dhanbad Junction,Godda,18:30,285,1063,118,534
Jan Seva Express 55170,Dhanbad Junction,Godda,20:05,297,1104,122,556
Eastern India Express 55171,Dhanbad Junction,Barharwa Junction,08:52,290,1080,120,543
Ganga Valley Express 55172,Dhanbad Junction,Barharwa Junction,10:27,302,1121,124,565
North Bengal Express 55173,Dhanbad Junction,Barharwa Junction,12:02,314,1163,129,586
Kolkata Intercity Express 55174,Dhanbad Junction,Barharwa Junction,13:37,326,1204,133,607
Bihar Bengal Express 55175,Dhanbad Junction,Barharwa Junction,15:12,338,1246,138,628
Sundarban Express 55176,Dhanbad Junction,Barharwa Junction,16:47,350,1287,143,649
Teesta Express 55177,Dhanbad Junction,Barharwa Junction,18:22,362,1328,148,670
Rajdhani Regional Express 55178,Dhanbad Junction,Barharwa Junction,19:57,374,1370,152,692
East Corridor Express 55179,Dhanbad Junction,Barharwa Junction,21:32,386,1411,157,712
Jan Seva Express 55180,Dhanbad Junction,Barharwa Junction,23:07,398,1453,161,734
Eastern India Express 55181,Tatanagar Junction (Jamshedpur),Howrah Junction,12:25,458,1660,185,839
Ganga Valley Express 55182,Tatanagar Junction (Jamshedpur),Howrah Junction,14:00,470,1701,189,861
North Bengal Express 55183,Tatanagar Junction (Jamshedpur),Howrah Junction,15:35,482,1742,194,882
Kolkata Intercity Express 55184,Tatanagar Junction (Jamshedpur),Howrah Junction,17:10,494,1784,199,903
Bihar Bengal Express 55185,Tatanagar Junction (Jamshedpur),Howrah Junction,18:45,506,1825,203,924
Sundarban Express 55186,Tatanagar Junction (Jamshedpur),Howrah Junction,20:20,518,1867,208,945
Teesta Express 55187,Tatanagar Junction (Jamshedpur),Howrah Junction,21:55,530,1908,213,966
Rajdhani Regional Express 55188,Tatanagar Junction (Jamshedpur),Howrah Junction,23:30,542,1949,217,988
East Corridor Express 55189,Tatanagar Junction (Jamshedpur),Howrah Junction,01:05,554,1991,222,1009
