name,from,to,departure,fare_sitting,fare_sleeper
North Bengal Express Bus 34392,Chakradharpur,Digha,09:46,224,387
GreenLine Travels 34393,Chakradharpur,Digha,12:19,234,402
Royal Roadways 34394,Chakradharpur,Digha,14:52,244,418
CityLink Travels 34395,Chakradharpur,Digha,17:25,254,433
Eastern Star Travels 34396,Chakradharpur,Shalimar,09:08,281,475
North Bengal Express Bus 34397,Chakradharpur,Shalimar,11:41,291,491
GreenLine Travels 34398,Chakradharpur,Shalimar,14:14,301,506
Royal Roadways 34399,Chakradharpur,Shalimar,16:47,311,522
CityLink Travels 34400,Chakradharpur,Shalimar,19:20,321,537
Eastern Star Travels 34401,Chakradharpur,Midnapore,11:03,146,266
North Bengal Express Bus 34402,Chakradharpur,Midnapore,13:36,156,281
GreenLine Travels 34403,Chakradharpur,Midnapore,16:09,166,297
Royal Roadways 34404,Chakradharpur,Midnapore,18:42,176,312
CityLink Travels 34405,Chakradharpur,Midnapore,21:15,186,328
Eastern Star Travels 34406,Chakradharpur,Berhampore Court,12:58,294,495
North Bengal Express Bus 34407,Chakradharpur,Berhampore Court,15:31,304,511
GreenLine Travels 34408,Chakradharpur,Berhampore Court,18:04,314,526
Royal Roadways 34409,Chakradharpur,Berhampore Court,20:37,324,542
CityLink Travels 34410,Chakradharpur,Berhampore Court,23:10,334,557
Eastern Star Travels 34411,Chakradharpur,Naihati Junction,14:53,293,494
North Bengal Express Bus 34412,Chakradharpur,Naihati Junction,17:26,303,509
GreenLine Travels 34413,Chakradharpur,Naihati Junction,19:59,313,525
Royal Roadways 34414,Chakradharpur,Naihati Junction,22:32,323,540
CityLink Travels 34415,Chakradharpur,Naihati Junction,01:05,333,556
Eastern Star Travels 34416,Chakradharpur,Patna Junction,16:48,154,278
North Bengal Express Bus 34417,Chakradharpur,Patna Junction,19:21,164,294
GreenLine Travels 34418,Chakradharpur,Patna Junction,21:54,174,309
Royal Roadways 34419,Chakradharpur,Patna Junction,00:27,184,325
CityLink Travels 34420,Chakradharpur,Patna Junction,03:00,194,340
Eastern Star Travels 34421,Chakradharpur,Danapur,18:43,128,238
North Bengal Express Bus 34422,Chakradharpur,Danapur,21:16,138,253
GreenLine Travels 34423,Chakradharpur,Danapur,23:49,148,269
Royal Roadways 34424,Chakradharpur,Danapur,02:22,158,284
CityLink Travels 34425,Chakradharpur,Danapur,04:55,168,300
Eastern Star Travels 34426,Chakradharpur,Muzaffarpur Junction,20:38,247,422
North Bengal Express Bus 34427,Chakradharpur,Muzaffarpur Junction,23:11,257,438
GreenLine Travels 34428,Chakradharpur,Muzaffarpur Junction,01:44,267,453
Royal Roadways 34429,Chakradharpur,Muzaffarpur Junction,04:17,277,469
CityLink Travels 34430,Chakradharpur,Muzaffarpur Junction,06:50,287,484
Eastern Star Travels 34431,Chakradharpur,Gaya Junction,22:33,372,616
North Bengal Express Bus 34432,Chakradharpur,Gaya Junction,01:06,382,632
GreenLine Travels 34433,Chakradharpur,Gaya Junction,03:39,392,647
Royal Roadways 34434,Chakradharpur,Gaya Junction,06:12,402,663
CityLink Travels 34435,Chakradharpur,Gaya Junction,08:45,412,678
Eastern Star Travels 34436,Chakradharpur,Bhagalpur Junction,00:28,181,320
North Bengal Express Bus 34437,Chakradharpur,Bhagalpur Junction,03:01,191,336
GreenLine Travels 34438,Chakradharpur,Bhagalpur Junction,05:34,201,351
Royal Roadways 34439,Chakradharpur,Bhagalpur Junction,08:07,211,367
CityLink Travels 34440,Chakradharpur,Bhagalpur Junction,10:40,221,382
Eastern Star Travels 34441,Chakradharpur,Darbhanga Junction,02:23,193,339
North Bengal Express Bus 34442,Chakradharpur,Darbhanga Junction,04:56,203,354
GreenLine Travels 34443,Chakradharpur,Darbhanga Junction,07:29,213,370
Royal Roadways 34444,Chakradharpur,Darbhanga Junction,10:02,223,385
CityLink Travels 34445,Chakradharpur,Darbhanga Junction,12:35,233,401
Eastern Star Travels 34446,Chakradharpur,Samastipur Junction,04:18,290,489
North Bengal Express Bus 34447,Chakradharpur,Samastipur Junction,06:51,300,505
GreenLine Travels 34448,Chakradharpur,Samastipur Junction,09:24,310,520
Royal Roadways 34449,Chakradharpur,Samastipur Junction,11:57,320,536
CityLink Travels 34450,Chakradharpur,Samastipur Junction,14:30,330,551
Eastern Star Travels 34451,Chakradharpur,Barauni Junction,06:13,299,503
North Bengal Express Bus 34452,Chakradharpur,Barauni Junction,08:46,309,518
GreenLine Travels 34453,Chakradharpur,Barauni Junction,11:19,319,534
Royal Roadways 34454,Chakradharpur,Barauni Junction,13:52,329,549
CityLink Travels 34455,Chakradharpur,Barauni Junction,16:25,339,565
Eastern Star Travels 34456,Chakradharpur,Katihar Junction,08:08,246,421
North Bengal Express Bus 34457,Chakradharpur,Katihar Junction,10:41,256,436
GreenLine Travels 34458,Chakradharpur,Katihar Junction,13:14,266,452
Royal Roadways 34459,Chakradharpur,Katihar Junction,15:47,276,467
CityLink Travels 34460,Chakradharpur,Katihar Junction,18:20,286,483
Eastern Star Travels 34461,Chakradharpur,Chhapra Junction,10:03,269,456
North Bengal Express Bus 34462,Chakradharpur,Chhapra Junction,12:36,279,472
GreenLine Travels 34463,Chakradharpur,Chhapra Junction,15:09,289,487
Royal Roadways 34464,Chakradharpur,Chhapra Junction,17:42,299,503
CityLink Travels 34465,Chakradharpur,Chhapra Junction,20:15,309,518
Eastern Star Travels 34466,Chakradharpur,Ara Junction,11:58,126,235
North Bengal Express Bus 34467,Chakradharpur,Ara Junction,14:31,136,250
GreenLine Travels 34468,Chakradharpur,Ara Junction,17:04,146,266
Royal Roadways 34469,Chakradharpur,Ara Junction,19:37,156,281
CityLink Travels 34470,Chakradharpur,Ara Junction,22:10,166,297
Eastern Star Travels 34471,Chakradharpur,Buxar Junction,13:53,167,298
North Bengal Express Bus 34472,Chakradharpur,Buxar Junction,16:26,177,314
GreenLine Travels 34473,Chakradharpur,Buxar Junction,18:59,187,329
Royal Roadways 34474,Chakradharpur,Buxar Junction,21:32,197,345
CityLink Travels 34475,Chakradharpur,Buxar Junction,00:05,207,360
Eastern Star Travels 34476,Chakradharpur,Hajipur Junction,15:48,320,536
North Bengal Express Bus 34477,Chakradharpur,Hajipur Junction,18:21,330,551
GreenLine Travels 34478,Chakradharpur,Hajipur Junction,20:54,340,567
Royal Roadways 34479,Chakradharpur,Hajipur Junction,23:27,350,582
CityLink Travels 34480,Chakradharpur,Hajipur Junction,02:00,360,598
Eastern Star Travels 34481,Chakradharpur,Sonpur Junction,17:43,347,577
North Bengal Express Bus 34482,Chakradharpur,Sonpur Junction,20:16,357,593
GreenLine Travels 34483,Chakradharpur,Sonpur Junction,22:49,367,608
Royal Roadways 34484,Chakradharpur,Sonpur Junction,01:22,377,624
CityLink Travels 34485,Chakradharpur,Sonpur Junction,03:55,387,639
Eastern Star Travels 34486,Chakradharpur,Saharsa Junction,19:38,129,239
North Bengal Express Bus 34487,Chakradharpur,Saharsa Junction,22:11,139,255
GreenLine Travels 34488,Chakradharpur,Saharsa Junction,00:44,149,270
Royal Roadways 34489,Chakradharpur,Saharsa Junction,03:17,159,286
CityLink Travels 34490,Chakradharpur,Saharsa Junction,05:50,169,301
Eastern Star Travels 34491,Chakradharpur,Purnea Junction,21:33,196,343
North Bengal Express Bus 34492,Chakradharpur,Purnea Junction,00:06,206,359
GreenLine Travels 34493,Chakradharpur,Purnea Junction,02:39,216,374
Royal Roadways 34494,Chakradharpur,Purnea Junction,05:12,226,390
CityLink Travels 34495,Chakradharpur,Purnea Junction,07:45,236,405
Eastern Star Travels 34496,Chakradharpur,Kishanganj,23:28,311,522
North Bengal Express Bus 34497,Chakradharpur,Kishanganj,02:01,321,537
GreenLine Travels 34498,Chakradharpur,Kishanganj,04:34,331,553
Royal Roadways 34499,Chakradharpur,Kishanganj,07:07,341,568
CityLink Travels 34500,Chakradharpur,Kishanganj,09:40,351,584
Eastern Star Travels 34501,Chakradharpur,Dehri-on-Sone,01:23,244,418
North Bengal Express Bus 34502,Chakradharpur,Dehri-on-Sone,03:56,254,433
GreenLine Travels 34503,Chakradharpur,Dehri-on-Sone,06:29,264,449
Royal Roadways 34504,Chakradharpur,Dehri-on-Sone,09:02,274,464
CityLink Travels 34505,Chakradharpur,Dehri-on-Sone,11:35,284,480
Eastern Star Travels 34506,Chakradharpur,Sasaram Junction,03:18,203,354
North Bengal Express Bus 34507,Chakradharpur,Sasaram Junction,05:51,213,370
GreenLine Travels 34508,Chakradharpur,Sasaram Junction,08:24,223,385
Royal Roadways 34509,Chakradharpur,Sasaram Junction,10:57,233,401
CityLink Travels 34510,Chakradharpur,Sasaram Junction,13:30,243,416
Eastern Star Travels 34511,Chakradharpur,Motihari (Bapudham Motihari),05:13,259,441
North Bengal Express Bus 34512,Chakradharpur,Motihari (Bapudham Motihari),07:46,269,456
GreenLine Travels 34513,Chakradharpur,Motihari (Bapudham Motihari),10:19,279,472
Royal Roadways 34514,Chakradharpur,Motihari (Bapudham Motihari),12:52,289,487
CityLink Travels 34515,Chakradharpur,Motihari (Bapudham Motihari),15:25,299,503
Eastern Star Travels 34516,Chakradharpur,Bettiah,07:08,148,269
North Bengal Express Bus 34517,Chakradharpur,Bettiah,09:41,158,284
GreenLine Travels 34518,Chakradharpur,Bettiah,12:14,168,300
Royal Roadways 34519,Chakradharpur,Bettiah,14:47,178,315
CityLink Travels 34520,Chakradharpur,Bettiah,17:20,188,331
Eastern Star Travels 34521,Chakradharpur,Raxaul Junction,09:03,296,498
North Bengal Express Bus 34522,Chakradharpur,Raxaul Junction,11:36,306,514
GreenLine Travels 34523,Chakradharpur,Raxaul Junction,14:09,316,529
Royal Roadways 34524,Chakradharpur,Raxaul Junction,16:42,326,545
CityLink Travels 34525,Chakradharpur,Raxaul Junction,19:15,336,560
Eastern Star Travels 34526,Chakradharpur,Siwan Junction,10:58,281,475
North Bengal Express Bus 34527,Chakradharpur,Siwan Junction,13:31,291,491
GreenLine Travels 34528,Chakradharpur,Siwan Junction,16:04,301,506
Royal Roadways 34529,Chakradharpur,Siwan Junction,18:37,311,522
CityLink Travels 34530,Chakradharpur,Siwan Junction,21:10,321,537
Eastern Star Travels 34531,Chakradharpur,Begusarai,12:53,331,553
North Bengal Express Bus 34532,Chakradharpur,Begusarai,15:26,341,568
GreenLine Travels 34533,Chakradharpur,Begusarai,17:59,351,584
Royal Roadways 34534,Chakradharpur,Begusarai,20:32,361,599
CityLink Travels 34535,Chakradharpur,Begusarai,23:05,371,615
Eastern Star Travels 34536,Chakradharpur,Khagaria Junction,14:48,104,201
North Bengal Express Bus 34537,Chakradharpur,Khagaria Junction,17:21,114,216
GreenLine Travels 34538,Chakradharpur,Khagaria Junction,19:54,124,232
Royal Roadways 34539,Chakradharpur,Khagaria Junction,22:27,134,247
CityLink Travels 34540,Chakradharpur,Khagaria Junction,01:00,144,263
Eastern Star Travels 34541,Chakradharpur,Jamalpur Junction,16:43,223,385
North Bengal Express Bus 34542,Chakradharpur,Jamalpur Junction,19:16,233,401
GreenLine Travels 34543,Chakradharpur,Jamalpur Junction,21:49,243,416
Royal Roadways 34544,Chakradharpur,Jamalpur Junction,00:22,253,432
CityLink Travels 34545,Chakradharpur,Jamalpur Junction,02:55,263,447
Eastern Star Travels 34546,Chakradharpur,Nawada,18:38,360,598
North Bengal Express Bus 34547,Chakradharpur,Nawada,21:11,370,613
GreenLine Travels 34548,Chakradharpur,Nawada,23:44,380,629
Royal Roadways 34549,Chakradharpur,Nawada,02:17,390,644
CityLink Travels 34550,Chakradharpur,Nawada,04:50,400,660
Eastern Star Travels 34551,Chakradharpur,Jehanabad,20:33,189,332
North Bengal Express Bus 34552,Chakradharpur,Jehanabad,23:06,199,348
GreenLine Travels 34553,Chakradharpur,Jehanabad,01:39,209,363
Royal Roadways 34554,Chakradharpur,Jehanabad,04:12,219,379
CityLink Travels 34555,Chakradharpur,Jehanabad,06:45,229,394
Eastern Star Travels 34556,Chakradharpur,Jaynagar,22:28,174,309
North Bengal Express Bus 34557,Chakradharpur,Jaynagar,01:01,184,325
GreenLine Travels 34558,Chakradharpur,Jaynagar,03:34,194,340
Royal Roadways 34559,Chakradharpur,Jaynagar,06:07,204,356
CityLink Travels 34560,Chakradharpur,Jaynagar,08:40,214,371
Eastern Star Travels 34561,Chakradharpur,Narkatiaganj Junction,00:23,266,452
North Bengal Express Bus 34562,Chakradharpur,Narkatiaganj Junction,02:56,276,467
GreenLine Travels 34563,Chakradharpur,Narkatiaganj Junction,05:29,286,483
Royal Roadways 34564,Chakradharpur,Narkatiaganj Junction,08:02,296,498
CityLink Travels 34565,Chakradharpur,Narkatiaganj Junction,10:35,306,514
Eastern Star Travels 34566,Chakradharpur,Ranchi Junction,02:18,195,342
North Bengal Express Bus 34567,Chakradharpur,Ranchi Junction,04:51,205,357
GreenLine Travels 34568,Chakradharpur,Ranchi Junction,07:24,215,373
Royal Roadways 34569,Chakradharpur,Ranchi Junction,09:57,225,388
CityLink Travels 34570,Chakradharpur,Ranchi Junction,12:30,235,404
Eastern Star Travels 34571,Chakradharpur,Dhanbad Junction,04:13,245,419
North Bengal Express Bus 34572,Chakradharpur,Dhanbad Junction,06:46,255,435
GreenLine Travels 34573,Chakradharpur,Dhanbad Junction,09:19,265,450
Royal Roadways 34574,Chakradharpur,Dhanbad Junction,11:52,275,466
CityLink Travels 34575,Chakradharpur,Dhanbad Junction,14:25,285,481
Eastern Star Travels 34576,Chakradharpur,Tatanagar Junction (Jamshedpur),06:08,252,430
North Bengal Express Bus 34577,Chakradharpur,Tatanagar Junction (Jamshedpur),08:41,262,446
GreenLine Travels 34578,Chakradharpur,Tatanagar Junction (Jamshedpur),11:14,272,461
Royal Roadways 34579,Chakradharpur,Tatanagar Junction (Jamshedpur),13:47,282,477
CityLink Travels 34580,Chakradharpur,Tatanagar Junction (Jamshedpur),16:20,292,492
Eastern Star Travels 34581,Chakradharpur,Bokaro Steel City,08:03,327,546
North Bengal Express Bus 34582,Chakradharpur,Bokaro Steel City,10:36,337,562
GreenLine Travels 34583,Chakradharpur,Bokaro Steel City,13:09,347,577
Royal Roadways 34584,Chakradharpur,Bokaro Steel City,15:42,357,593
CityLink Travels 34585,Chakradharpur,Bokaro Steel City,18:15,367,608
Eastern Star Travels 34586,Chakradharpur,Jasidih Junction,09:58,148,269
North Bengal Express Bus 34587,Chakradharpur,Jasidih Junction,12:31,158,284
GreenLine Travels 34588,Chakradharpur,Jasidih Junction,15:04,168,300
Royal Roadways 34589,Chakradharpur,Jasidih Junction,17:37,178,315
CityLink Travels 34590,Chakradharpur,Jasidih Junction,20:10,188,331
Eastern Star Travels 34591,Chakradharpur,Madhupur Junction,11:53,314,526
North Bengal Express Bus 34592,Chakradharpur,Madhupur Junction,14:26,324,542
GreenLine Travels 34593,Chakradharpur,Madhupur Junction,16:59,334,557
Royal Roadways 34594,Chakradharpur,Madhupur Junction,19:32,344,573
CityLink Travels 34595,Chakradharpur,Madhupur Junction,22:05,354,588
Eastern Star Travels 34596,Chakradharpur,Koderma Junction,13:48,331,553
North Bengal Express Bus 34597,Chakradharpur,Koderma Junction,16:21,341,568
GreenLine Travels 34598,Chakradharpur,Koderma Junction,18:54,351,584
Royal Roadways 34599,Chakradharpur,Koderma Junction,21:27,361,599
CityLink Travels 34600,Chakradharpur,Koderma Junction,00:00,371,615
Eastern Star Travels 34601,Chakradharpur,Deoghar Junction,15:43,134,247
North Bengal Express Bus 34602,Chakradharpur,Deoghar Junction,18:16,144,263
GreenLine Travels 34603,Chakradharpur,Deoghar Junction,20:49,154,278
Royal Roadways 34604,Chakradharpur,Deoghar Junction,23:22,164,294
CityLink Travels 34605,Chakradharpur,Deoghar Junction,01:55,174,309
Eastern Star Travels 34606,Chakradharpur,Hatia,17:38,173,308
North Bengal Express Bus 34607,Chakradharpur,Hatia,20:11,183,323
GreenLine Travels 34608,Chakradharpur,Hatia,22:44,193,339
Royal Roadways 34609,Chakradharpur,Hatia,01:17,203,354
CityLink Travels 34610,Chakradharpur,Hatia,03:50,213,370
Eastern Star Travels 34611,Chakradharpur,Barkakana Junction,19:33,287,484
North Bengal Express Bus 34612,Chakradharpur,Barkakana Junction,22:06,297,500
GreenLine Travels 34613,Chakradharpur,Barkakana Junction,00:39,307,515
Royal Roadways 34614,Chakradharpur,Barkakana Junction,03:12,317,531
CityLink Travels 34615,Chakradharpur,Barkakana Junction,05:45,327,546
Eastern Star Travels 34616,Chakradharpur,Daltonganj,21:28,256,436
North Bengal Express Bus 34617,Chakradharpur,Daltonganj,00:01,266,452
GreenLine Travels 34618,Chakradharpur,Daltonganj,02:34,276,467
Royal Roadways 34619,Chakradharpur,Daltonganj,05:07,286,483
CityLink Travels 34620,Chakradharpur,Daltonganj,07:40,296,498
Eastern Star Travels 34621,Chakradharpur,Chandrapura Junction,23:23,197,345
North Bengal Express Bus 34622,Chakradharpur,Chandrapura Junction,01:56,207,360
GreenLine Travels 34623,Chakradharpur,Chandrapura Junction,04:29,217,376
Royal Roadways 34624,Chakradharpur,Chandrapura Junction,07:02,227,391
CityLink Travels 34625,Chakradharpur,Chandrapura Junction,09:35,237,407
Eastern Star Travels 34626,Chakradharpur,Gomoh Junction (NSCB Gomoh),01:18,238,408
North Bengal Express Bus 34627,Chakradharpur,Gomoh Junction (NSCB Gomoh),03:51,248,424
GreenLine Travels 34628,Chakradharpur,Gomoh Junction (NSCB Gomoh),06:24,258,439
Royal Roadways 34629,Chakradharpur,Gomoh Junction (NSCB Gomoh),08:57,268,455
CityLink Travels 34630,Chakradharpur,Gomoh Junction (NSCB Gomoh),11:30,278,470
Eastern Star Travels 34631,Chakradharpur,Sahibganj Junction,03:13,335,559
North Bengal Express Bus 34632,Chakradharpur,Sahibganj Junction,05:46,345,574
GreenLine Travels 34633,Chakradharpur,Sahibganj Junction,08:19,355,590
Royal Roadways 34634,Chakradharpur,Sahibganj Junction,10:52,365,605
CityLink Travels 34635,Chakradharpur,Sahibganj Junction,13:25,375,621
Eastern Star Travels 34636,Chakradharpur,Dumka,05:08,301,506
North Bengal Express Bus 34637,Chakradharpur,Dumka,07:41,311,522
GreenLine Travels 34638,Chakradharpur,Dumka,10:14,321,537
Royal Roadways 34639,Chakradharpur,Dumka,12:47,331,553
CityLink Travels 34640,Chakradharpur,Dumka,15:20,341,568
Eastern Star Travels 34641,Chakradharpur,Garhwa Road Junction,07:03,272,461
North Bengal Express Bus 34642,Chakradharpur,Garhwa Road Junction,09:36,282,477
GreenLine Travels 34643,Chakradharpur,Garhwa Road Junction,12:09,292,492
Royal Roadways 34644,Chakradharpur,Garhwa Road Junction,14:42,302,508
CityLink Travels 34645,Chakradharpur,Garhwa Road Junction,17:15,312,523
Eastern Star Travels 34646,Chakradharpur,Ramgarh Cantt,08:58,312,523
North Bengal Express Bus 34647,Chakradharpur,Ramgarh Cantt,11:31,322,539
GreenLine Travels 34648,Chakradharpur,Ramgarh Cantt,14:04,332,554
Royal Roadways 34649,Chakradharpur,Ramgarh Cantt,16:37,342,570
CityLink Travels 34650,Chakradharpur,Ramgarh Cantt,19:10,352,585
Eastern Star Travels 34651,Chakradharpur,Ghatsila,10:53,199,348
North Bengal Express Bus 34652,Chakradharpur,Ghatsila,13:26,209,363
GreenLine Travels 34653,Chakradharpur,Ghatsila,15:59,219,379
Royal Roadways 34654,Chakradharpur,Ghatsila,18:32,229,394
CityLink Travels 34655,Chakradharpur,Ghatsila,21:05,239,410
Eastern Star Travels 34656,Chakradharpur,Pakur,12:48,350,582
North Bengal Express Bus 34657,Chakradharpur,Pakur,15:21,360,598
GreenLine Travels 34658,Chakradharpur,Pakur,17:54,370,613
Royal Roadways 34659,Chakradharpur,Pakur,20:27,380,629
CityLink Travels 34660,Chakradharpur,Pakur,23:00,390,644
Eastern Star Travels 34661,Chakradharpur,Hazaribagh Town,14:43,202,353
North Bengal Express Bus 34662,Chakradharpur,Hazaribagh Town,17:16,212,368
GreenLine Travels 34663,Chakradharpur,Hazaribagh Town,19:49,222,384
Royal Roadways 34664,Chakradharpur,Hazaribagh Town,22:22,232,399
CityLink Travels 34665,Chakradharpur,Hazaribagh Town,00:55,242,415
Eastern Star Travels 34666,Chakradharpur,Latehar,16:38,159,286
North Bengal Express Bus 34667,Chakradharpur,Latehar,19:11,169,301
GreenLine Travels 34668,Chakradharpur,Latehar,21:44,179,317
Royal Roadways 34669,Chakradharpur,Latehar,00:17,189,332
CityLink Travels 34670,Chakradharpur,Latehar,02:50,199,348
Eastern Star Travels 34671,Chakradharpur,Lohardaga,18:33,242,415
North Bengal Express Bus 34672,Chakradharpur,Lohardaga,21:06,252,430
GreenLine Travels 34673,Chakradharpur,Lohardaga,23:39,262,446
Royal Roadways 34674,Chakradharpur,Lohardaga,02:12,272,461
CityLink Travels 34675,Chakradharpur,Lohardaga,04:45,282,477
Eastern Star Travels 34676,Chakradharpur,Chaibasa,20:28,197,345
North Bengal Express Bus 34677,Chakradharpur,Chaibasa,23:01,207,360
GreenLine Travels 34678,Chakradharpur,Chaibasa,01:34,217,376
Royal Roadways 34679,Chakradharpur,Chaibasa,04:07,227,391
CityLink Travels 34680,Chakradharpur,Chaibasa,06:40,237,407
Eastern Star Travels 34681,Chakradharpur,Giridih,22:23,247,422
North Bengal Express Bus 34682,Chakradharpur,Giridih,00:56,257,438
GreenLine Travels 34683,Chakradharpur,Giridih,03:29,267,453
Royal Roadways 34684,Chakradharpur,Giridih,06:02,277,469
CityLink Travels 34685,Chakradharpur,Giridih,08:35,287,484
Eastern Star Travels 34686,Chakradharpur,Khastri (Netaji Subhash Chandra Bose Gomoh),00:18,238,408
North Bengal Express Bus 34687,Chakradharpur,Khastri (Netaji Subhash Chandra Bose Gomoh),02:51,248,424
GreenLine Travels 34688,Chakradharpur,Khastri (Netaji Subhash Chandra Bose Gomoh),05:24,258,439
